ZIP_CODE,DENSITY,sex_ratio,MEDAGE
48504,2207.6,-0.118362014,33.7
48505,2437,-0.122320605,33.7
48506,1642.6,-0.028066086,36.1
48507,1412.9,-0.107005364,35.3
48509,1031.9,-0.036136637,42.8
48519,977.1,-0.075216046,40.9
48529,2248.9,-0.041681297,33.7
48531,0,NA,0
48532,1192.5,-0.128323447,41.4
48551,0,NA,0
48552,0,NA,0
48553,0,NA,0
48554,0,NA,0
48556,0,NA,0
48601,397.1,-0.144421803,35.9
48602,3601.9,-0.07398752,33.8
48603,1402.4,-0.097599957,42.5
48604,493.3,-0.114717626,28.8
48605,0,NA,0
48606,0,NA,0
48607,2034,-0.001152738,42
48608,0,NA,0
48609,293.5,-0.053685207,46.5
48610,31.7,0.010027939,48.3
48611,164.7,-0.006312962,41.5
48612,58.1,0.025253867,45.7
48613,29.5,0.083449866,40.8
48614,43.9,0,40.1
48615,52.2,-0.008894595,39.3
48616,83.8,-0.0028777,42.2
48617,66.7,-0.055589407,38.6
48618,59.8,-0.01148799,41.4
48619,8.8,0.031416196,51.9
48620,0,NA,0
48621,18.6,-0.040031168,48.9
48622,58.4,0.002191953,44.5
48623,198.2,0.167364933,37.9
48624,48.5,-0.01660894,48.4
48625,50.3,0.024274491,46.3
48626,88.5,-0.019453063,43.3
48627,0,NA,0
48628,64.2,0.04530216,45.2
48629,52.6,-0.014518403,51.7
48630,0,NA,0
48631,139.5,0.011410067,44.2
48632,47.9,0.005589729,48.4
48633,0,NA,0
48634,90.5,0.041459024,45.1
48635,24.1,0.042100119,51.7
48636,11.8,0.019802627,51.8
48637,52.3,0.005387622,41.5
48638,1912.6,-0.143466894,43.5
48640,285.4,-0.031812076,39.4
48641,0,NA,0
48642,280.4,-0.063659526,38.9
48647,17.5,0.008144841,47.1
48649,65.5,-0.002378122,42.7
48650,75.7,0.014952025,43.4
48651,153.3,-0.027282169,54
48652,26.8,0.054354001,45.3
48653,38.5,0.020453891,52.5
48654,26,0.007954085,49
48655,74.1,-0.003780723,42
48656,27.6,0.015158983,52.1
48657,114,0.000967352,43.8
48658,70.7,-0.010619569,41.9
48659,35.7,0.061442543,43.9
48661,39.1,-0.045196922,45.9
48662,33,0.024828862,41.6
48667,0,NA,0
48670,0,NA,0
48674,0,NA,0
48686,0,NA,0
48701,38.8,-0.029806128,40.9
48703,55.7,0.035262012,53
48705,4.7,0.090246878,54.6
48706,607.2,-0.074777414,42.6
48707,275.9,-0.089612159,45.9
48708,959.6,-0.04299228,37.5
48710,0,NA,0
48720,34.4,0.099684058,47.8
48721,17.5,0.031182927,55.3
48722,182.9,-0.024557851,46.1
48723,81.7,-0.011825128,42.3
48724,0,NA,0
48725,65.4,-0.032763618,55.6
48726,50.5,-0.013949942,41.6
48727,44.3,0.072044238,39.6
48728,4.6,0.092781733,55.3
48729,39.9,0.00695897,42.3
48730,71.3,-0.109396317,51.4
48731,34.7,-0.018141087,40.2
48732,448.5,-0.080001549,43.3
48733,39.6,0.031452797,43.9
48734,168.8,-0.11982513,48.2
48735,30.4,0.035228692,40.3
48737,11.2,0.076449172,57
48738,57.8,0.032748518,57
48739,33.7,0.050463805,52.5
48740,33.2,-0.039124794,52.2
48741,47.6,0.047935444,39.3
48742,22.2,0.030356462,54.8
48743,58.2,0.096849826,62.2
48744,78.8,0.022208028,42.6
48745,16.2,0.05552309,50.5
48746,105,0.020368257,41.6
48747,47.2,0.031416196,42.9
48748,36.6,0.025001302,54.9
48749,34.2,0.06084826,46.5
48750,67.4,-0.023493287,49.9
48754,23,0.008658063,41.9
48755,68.6,-0.021366951,51.4
48756,69.3,0.038005982,46
48757,62.8,-0.012480661,42.9
48758,0,NA,0
48759,63.9,-0.016939304,44.8
48760,47.2,0.060350135,40.2
48761,12.3,0.05889302,54.7
48762,29.5,0.019640566,57.9
48763,50.3,-0.051184782,49.7
48764,15.4,0.045610511,53.9
48765,22.2,0.029772158,48.5
48766,23.8,0.100828523,45.9
48767,30.6,0.009058945,42.8
48768,94.9,0.010335486,39.5
48770,25.6,0.005408342,47.1
48787,0,NA,0
48801,179.7,-0.094337017,34.6
48804,0,NA,0
48805,0,NA,0
48806,26.7,0.008069208,42.2
48807,30.6,0.050010421,40.1
48808,233,-0.039481239,39.4
48809,144.7,-0.036618193,37.2
48811,84.1,0.692837535,38.7
48812,43.5,0.050010421,41
48813,134.3,-0.026097165,39.6
48815,83.1,0.044335814,39.6
48816,90.9,0.080852097,40.9
48817,125.9,-0.039760589,40.7
48818,77.1,-0.025803127,40.6
48819,75.7,0.025214837,39.8
48820,250.7,-0.028611159,39.5
48821,268.6,-0.056952326,47.4
48822,70,0.049584704,44.8
48823,2005,-0.072473082,23.6
48824,0,NA,0
48826,0,NA,0
48827,140.6,-0.024959388,39.9
48829,63.9,-0.046403309,41.2
48830,0,NA,0
48831,54.1,0.019523397,40
48832,51.5,-0.004234304,43.3
48833,0,NA,0
48834,53.4,0.119376661,39.9
48835,53.9,0.013473258,37.5
48836,154.8,0.020132368,36.4
48837,241.9,-0.064184861,39.5
48838,196.5,-0.020571651,37.7
48840,568.4,-0.117745048,41.4
48841,38.6,0.024815169,44.9
48842,868.7,-0.075429849,37.9
48843,436.7,-0.014437123,37.8
48844,0,NA,0
48845,51.8,0.464195288,39.7
48846,173,0.476710368,35
48847,54.7,-0.030225691,40.4
48848,106.5,0.001282545,40.7
48849,73.9,-0.018775086,38.6
48850,65.4,0.004434597,40.2
48851,102.3,0.054524782,38.7
48852,77.1,-0.011049836,41.3
48853,0,NA,0
48854,176.1,0.012022472,40.3
48855,160,-0.007166435,39.5
48856,29.8,-0.017926216,38.3
48857,116.9,0.021978907,37.4
48858,253.6,-0.072144939,23.9
48860,54.6,0.082738127,38.8
48861,58.9,0.040760359,39.4
48862,0,NA,0
48864,715.9,-0.081193868,37.8
48865,74,0.042711118,38.6
48866,87.5,-0.046596087,38.7
48867,210.9,-0.050797067,39.2
48870,0,NA,0
48871,63.9,-0.027274418,42
48872,130.4,0.00089067,38.9
48873,63.8,0.043729641,36.7
48874,0,NA,0
48875,110.6,-0.011857091,37.9
48876,179.6,-0.024951394,37.9
48877,59.7,0.017378004,40.4
48878,52.8,-0.072511937,39.3
48879,97.4,-0.016798069,38.7
48880,164.9,0.691823554,37.4
48881,98.2,0.009068775,38
48882,0,NA,0
48883,61.7,-0.017246453,38.7
48884,79.4,0.117442494,40.5
48885,75.8,0.052810581,40.7
48886,57.1,0.024322995,42.5
48887,0,NA,0
48888,68.3,0.027478697,41.6
48889,40.9,0.049226941,40.6
48890,57.4,-0.022822567,39.2
48891,61.8,0.016146367,40.4
48892,85.9,0.050215467,38.4
48893,87.9,-0.002716866,39.8
48894,73.4,-0.016791439,37.1
48895,148.5,-0.042791291,41.2
48896,0,NA,0
48897,54.1,0.035669076,41.5
48901,0,NA,0
48906,842.6,-0.022864116,34.1
48908,360.4,-0.086709399,46.6
48909,0,NA,0
48910,2887.7,-0.07761157,32.5
48911,2079.1,-0.126156385,33.9
48912,3499.2,0.00964656,32.4
48913,0,NA,0
48915,4130.8,-0.017160438,32.6
48916,0,NA,0
48917,1051.1,-0.090820538,39.9
48918,0,NA,0
48933,2501.5,0.201788951,30.4
48951,0,NA,0
49001,2444.6,-0.052752515,32.1
49002,980.4,-0.054748208,38.5
49003,0,NA,0
49004,678.7,-0.082848742,37.8
49005,0,NA,0
49006,4162.2,-0.005183965,23.6
49007,3063.7,0.027341346,27.8
49008,2517.6,-0.048944444,32.9
49009,400.8,-0.047515325,35.2
49010,111.8,-0.001958864,39.8
49011,72.9,0.024672959,41.4
49012,116.4,0.013080631,45.6
49013,108,-0.012467485,37.4
49014,276.8,0.045562216,38.8
49015,995.9,-0.10640007,38.4
49016,0,NA,0
49017,434.6,-0.06517964,40.5
49018,158.1,0,40
49019,92.8,-0.069633692,45.6
49020,0,NA,0
49021,66.9,-0.000354421,42.1
49022,467.7,-0.097961864,35.7
49023,0,NA,0
49024,1610.4,-0.099855338,37.2
49026,69.9,-0.010638398,42.4
49027,0,NA,0
49028,53.7,0.022807136,37.5
49029,49.6,0.019846296,43.6
49030,66.7,0.058880797,37.8
49031,74,-0.00159278,42.7
49032,92.3,0.001325381,38.5
49033,72,-0.013739176,45.8
49034,77.7,0.022318523,43.3
49035,0,NA,0
49036,147,0.177302635,40.9
49037,840.6,-0.063489395,36.1
49038,232.6,-0.015591481,42.1
49040,91.8,-0.022824597,40.3
49041,0,NA,0
49042,94,0.012396853,38.2
49043,76.9,-0.009852296,36.2
49045,73.9,-0.012006693,39.4
49046,96.3,0.016616278,45.1
49047,122.1,-0.046552248,39.9
49048,711.4,-0.04405856,34.5
49050,65.1,0.006841532,45.1
49051,72.8,0,45.1
49052,42.1,0.029052323,41.4
49053,175.7,-0.017288061,39.4
49055,102.6,0.002737644,42.4
49056,75.1,0.060172263,38.7
49057,132.6,0.023818111,34.7
49058,131.9,-0.037134634,39.9
49060,82.4,0.014697834,45.7
49061,57,0.056780927,44.4
49062,0,NA,0
49063,0,NA,0
49064,84.9,0.027656341,38.9
49065,140.4,-0.018317627,40.6
49066,37.5,-0.035357218,39.2
49067,54.2,0.056352937,42.5
49068,107.4,-0.063808925,42.6
49070,82.1,0.053885088,37.7
49071,282.8,-0.011496827,37.6
49072,66.8,-0.012861914,41.3
49073,68.5,0.019689199,40
49074,0,NA,0
49075,118.6,0.034191365,43.8
49076,74.4,0.073543903,32.2
49077,766.2,-0.115785033,35.9
49078,173.4,-0.040106684,39.7
49079,157.3,-0.016474339,39.6
49080,206.3,-0.011973204,40.5
49081,1639.3,-0.039102726,44.1
49082,72.1,0.005051266,38.4
49083,221,-0.048820132,44.2
49084,0,NA,0
49085,870.3,-0.053594016,43.5
49087,112.1,0.004922077,41.2
49088,100.1,0.014865911,41.1
49089,48.7,0.068495235,41.7
49090,180.9,-0.087949024,43.3
49091,196.2,-0.048076976,36.4
49092,50.4,-0.034082106,40.5
49093,158.7,-0.026724438,39.2
49094,71.8,0.009360443,39.9
49095,54.2,0.087321695,45.7
49096,51.4,0.083154149,40.4
49097,136.4,0.008488215,40.7
49098,202.9,-0.024387379,40.1
49099,110.7,0.003723012,42.6
49101,164.2,0.017004221,42
49102,124.4,0.033774317,41
49103,270.1,-0.039916607,35
49104,0,NA,0
49106,243.3,-0.039651719,45.9
49107,156.9,-0.025764137,40.8
49111,81.9,0.023666328,43.5
49112,196.5,-0.019048195,41.4
49113,61.2,0.039726104,44.8
49115,0,NA,0
49116,156.6,-0.092592787,57
49117,272.8,-0.036749542,50.3
49119,0,NA,0
49120,291.5,-0.048133924,41.1
49125,124.5,-0.003816799,50.3
49126,86.6,-0.026937656,45.6
49127,674.1,-0.035724463,41.8
49128,103.5,-0.018402456,46.7
49129,74.6,-0.019705071,52.2
49130,100.7,-0.020159834,45.9
49201,288.1,0.265090483,40.1
49202,1388.4,-0.106388986,35
49203,1253.3,-0.099313744,36.9
49204,0,NA,0
49220,98.7,0.018597324,45.7
49221,328.5,0.053027696,37.5
49224,162.1,-0.065157453,33.5
49227,44.3,0.044110698,42
49228,72.8,-0.008249016,40.1
49229,61.9,0.05719178,40
49230,169.2,-0.002169198,46.6
49232,46.3,0.012721966,38
49233,96.4,0.024784416,45.2
49234,129.4,0.011076063,47
49235,47.3,0.054233238,41.4
49236,119.5,-0.015464226,40.4
49237,73,-0.013581549,40.9
49238,76.8,-0.019779586,38.9
49239,0,NA,0
49240,92.3,0.008259339,41.2
49241,85.3,0.032008687,39.5
49242,154.5,-0.059196409,37.5
49245,52.9,-0.004622828,37.8
49246,87.4,0.034605529,45.6
49247,62.1,-0.016349138,40.7
49248,36.3,0.113114804,42.2
49249,113.7,-0.00081666,46.5
49250,84.8,-0.0438564,38.7
49251,104.7,0.021308789,39.1
49252,63.3,0.028021523,41.5
49253,99.7,0.031242579,47.4
49254,604.4,0.013881079,41.8
49255,47.2,0.047822523,29.9
49256,59.6,-0.013510338,38.1
49257,0,NA,0
49258,0,NA,0
49259,72.3,0.044311046,41.8
49261,0,NA,0
49262,58.2,0.006722714,41.8
49263,0,NA,0
49264,84.8,0.02018329,40.3
49265,144.6,0.013306916,45.2
49266,59.8,0.060270911,42.3
49267,94.8,0.034935902,43.8
49268,51.8,0.089185629,41.1
49269,90.6,0.001765745,40.9
49270,119,0.024692613,41.1
49271,45.7,-0.010265274,42.1
49272,178.4,0.028778965,42.9
49274,67.6,0.048790164,41.6
49276,44.5,0.027150989,40.6
49277,97.3,0.042454853,42.3
49279,37.4,0.092136736,41.8
49281,62.8,0,48.3
49282,75.2,-0.068267971,41.6
49283,312.3,-0.19327597,30.5
49284,63.7,0.012378584,41.5
49285,78,0.022292808,39.9
49286,265.1,-0.057680768,40.8
49287,87.7,0.058001513,42
49288,45.5,-0.015337724,39
49289,25.7,0.043485112,45
49301,376.5,-0.015979749,39.6
49302,141.6,0.060593613,39.3
49303,59.4,0.068337778,36.6
49304,23.8,0.045442506,49.4
49305,39.9,0.022832042,45.8
49306,483,0.000445732,39.9
49307,135.8,0.016048189,24.5
49309,16.1,0.092677115,46.8
49310,36.5,0.028211636,38.8
49311,0,NA,0
49312,0,NA,0
49314,0,NA,0
49315,388.8,-0.018362027,39.1
49316,320.3,-0.011830957,36
49317,0,NA,0
49318,76.8,0.059913749,36.7
49319,196.1,-0.012484862,35.2
49320,0,NA,0
49321,621.1,-0.046382629,33.9
49322,42.8,-0.022022912,38.8
49323,163.2,0.001836173,35.4
49325,73.7,0.042041589,38.9
49326,137.9,0.069468949,42.3
49327,90,0.035153449,36.5
49328,74.6,0.054516483,36.6
49329,106.5,-0.004420439,36.2
49330,123.7,0.015008941,35.3
49331,178,-0.032284357,38.7
49332,57.3,-0.005942573,47
49333,165.8,0.005559688,37.5
49335,0,NA,0
49336,57.3,0.009620084,36.9
49337,99.4,0.019509744,41.3
49338,38.9,0.020305266,43.3
49339,94.7,0.008060948,39.7
49340,40.1,-0.011262126,43.9
49341,384.3,-0.021044648,38
49342,42.8,-0.009259325,47.1
49343,93.8,0.033694944,38
49344,94.9,0.048577081,42.7
49345,243.4,-0.033196165,36.6
49346,79.7,-0.001369394,47
49347,61.7,0.007283353,41.2
49348,174.3,-0.021426379,37
49349,42.6,0.072719521,40.8
49351,0,NA,0
49355,0,NA,0
49401,624.5,-0.161485744,22.5
49402,18.6,0.058630084,50.3
49403,61.3,0.036863148,40.2
49404,137.4,-0.013473789,36.3
49405,24.8,0.032666221,44.3
49406,0,NA,0
49408,95,0.022295208,42.2
49409,0,NA,0
49410,25.3,0.105672967,46.2
49411,19.5,0.096787285,45.9
49412,108.5,-0.080949214,41.2
49413,0,NA,0
49415,199.5,-0.00603219,42
49416,80.8,0,44.7
49417,562.2,-0.035563247,40.4
49418,1276.2,-0.055407964,36.3
49419,99.6,0.04492614,36.3
49420,53,-0.007434978,39.2
49421,41.5,0.035578884,40.9
49422,104,0.036904557,36.9
49423,680.4,-0.076149188,34.4
49424,756.1,0.008269654,35
49425,68.5,0.067247039,40.2
49426,526.6,-0.022393829,33.9
49427,0,NA,0
49428,1576.9,-0.066291669,37.4
49429,0,NA,0
49430,0,NA,0
49431,164.5,-0.077726126,45.2
49434,0,NA,0
49435,156,-0.002428659,38.9
49436,51,0.078817968,51
49437,102.2,-0.067019543,42.9
49440,2787.5,0.063678059,32.7
49441,1608.7,-0.074382078,41
49442,859.8,-0.100083459,33.9
49443,0,NA,0
49444,1167,0.176700407,36
49445,351.6,-0.036449437,40.8
49446,71.8,0.002711253,41.1
49448,105,0.060034245,39.9
49449,62.9,-0.043675064,53.8
49450,100.3,0.017569168,32.6
49451,73.9,0.018235496,37.7
49452,48.5,0.071041099,37.4
49453,219.3,0.043270507,49.3
49454,53.9,0.008419133,42.9
49455,68.1,-0.012408069,38.7
49456,716.5,-0.077098037,42.7
49457,149.5,0.023120226,36.9
49458,40.3,0.080042708,46
49459,23,0.036979003,38
49460,155.8,0.059774761,39.5
49461,191.4,-0.036284118,43.2
49464,383,-0.044588824,35.1
49468,0,NA,0
49501,0,NA,0
49502,0,NA,0
49503,4611.1,0.055802243,29.7
49504,3204.3,-0.014087211,32.7
49505,3623.9,-0.068676866,35.4
49506,4545.5,-0.101816322,32.4
49507,5987.7,-0.051660681,28.6
49508,3162.7,-0.109501742,34.8
49509,3530.3,-0.02573768,32
49510,0,NA,0
49512,920.7,-0.052257951,33.3
49514,0,NA,0
49515,0,NA,0
49516,0,NA,0
49518,0,NA,0
49519,3425.9,-0.042440603,32.1
49523,2356.7,-0.103184236,42.3
49525,1168.7,-0.078219339,38.2
49528,1739,-0.066249386,32.6
49530,0,NA,0
49534,592.1,-0.04109976,36
49544,544.3,-0.063484178,34.6
49546,1404.2,-0.12964873,40.4
49548,2775.3,-0.015695244,33.6
49560,0,NA,0
49588,0,NA,0
49601,117.9,-0.033258987,41
49610,0,NA,0
49611,16.4,0.019048195,40.7
49612,44.6,0.020554083,48.1
49613,31,0.041136906,54.2
49614,36.4,-0.010137668,47
49615,60.8,-0.036472373,50.9
49616,51.2,-0.017258338,47.4
49617,61.3,-0.014710851,49.6
49618,16.7,0.09030878,43.9
49619,17.6,0.016000341,49
49620,33.7,0.049382055,37.2
49621,52.3,-0.002614381,47
49622,68,-0.023810649,48.3
49623,27.5,0.030660652,43.8
49625,23.1,0.094424309,43.5
49626,40.2,-0.018018506,47.1
49627,0,NA,0
49628,0,NA,0
49629,378.2,-0.12284753,53.3
49630,34.7,-0.023530497,53.5
49631,41.7,-0.000315209,41.7
49632,14.8,0.048790164,42.5
49633,24,0.502814344,40.5
49634,669.4,0.098440073,49.5
49635,80.4,-0.069623091,54.1
49636,32.3,-0.087011377,62.6
49637,162.3,0.00332779,38.5
49638,18.9,0.065463041,48.3
49639,51.4,0.002350177,41.4
49640,28.8,0.02148054,48.5
49642,24.3,-0.02695581,50.4
49643,97.9,0.019246532,39.6
49644,15.9,0.112951793,56.5
49645,28.5,-0.017937701,45.3
49646,34.1,-0.005798579,42.4
49648,75.2,0.000799041,53.9
49649,64.6,0.04751709,36.2
49650,97.3,-0.013568729,38.7
49651,28.9,0.037041272,44.5
49653,55.2,-0.01639381,49.9
49654,32.2,-0.003273325,58.1
49655,33.3,0.012987196,43
49656,15.1,0.042390453,47.3
49657,39.4,0.004402869,39
49659,47.2,0.003243405,41.1
49660,94.9,0.100198162,45.7
49663,34.5,0.004653669,38.5
49664,36.3,-0.009321663,49.1
49665,30.7,0.000969932,41.6
49666,0,NA,0
49667,11.4,0.079723474,45.6
49668,26.1,0.092853246,41.3
49670,45.6,-0.043090567,58.4
49673,54.1,0.072320662,53.8
49674,28.7,0,56.3
49675,81.9,-0.077650934,56.1
49676,75.2,0.015815415,46.7
49677,48.7,-0.050543838,41.5
49679,26.3,0.072921185,45.8
49680,40.9,0.072210438,38.5
49682,103.3,-0.032459993,48.3
49683,26.7,0.041871007,43.4
49684,341.8,-0.119165206,44.3
49685,313.2,-0.033000245,39.5
49686,364.1,-0.081027551,43.9
49688,30.5,0.042716362,42.5
49689,17.7,0.20561072,49
49690,93.2,-0.02587209,47.3
49696,148.7,0.00699653,39.3
49701,28.4,-0.14925224,51.9
49705,8.4,0.084976788,42.5
49706,72.9,0.019093659,42.3
49707,102.6,-0.05224777,45.6
49709,13.8,0.049828678,51.8
49710,15.4,0.074107972,48.3
49712,91.6,0.001971415,44.2
49713,24.7,0.046560891,43.6
49715,9.6,-0.020421897,39.3
49716,51.6,0.007984074,44.9
49717,0,NA,0
49718,22.7,0.018779895,47.7
49719,18.2,0.020821328,52.6
49720,94.5,-0.075018719,46.6
49721,60.9,-0.030918383,46.4
49722,45.6,0.087968773,39.2
49723,0,NA,0
49724,21.5,0.042071214,43.6
49725,9,0.002026343,52.5
49726,10.2,0.042501256,56.9
49727,50.9,-0.034089244,42.9
49728,3,0.015748357,52.5
49729,42.2,0.031917603,46.1
49730,25.9,-0.005379249,41.4
49733,19.5,0.028205426,48
49734,28,0.037077418,49
49735,72.6,-0.043312209,42
49736,10.6,0,50
49737,60.4,-0.129211731,49
49738,26.4,-0.009296987,46.9
49739,0,NA,0
49740,67.5,-0.065378396,49.3
49743,10.6,0.03425895,49
49744,23.6,0.012453461,45.1
49745,6,0.042559614,48.8
49746,16.8,0.007380107,50.5
49747,12.9,0.015090246,50.6
49748,3.1,0.068053463,53.2
49749,52.9,-0.009684189,49.2
49751,15.5,0.039033989,48.4
49752,21.9,0.392925759,40.4
49753,13.8,0.070551111,47.2
49755,18.7,0.030416608,45.6
49756,23.8,0.022861041,53.7
49757,0,NA,0
49759,11.2,-0.003799878,52.7
49760,8.4,0.017751945,46.6
49761,69.2,0.030032287,51.3
49762,3.1,0.067375402,54.3
49764,0,NA,0
49765,19.9,0.001443349,46.8
49766,42,-0.014486832,45.1
49768,2.3,0.045462374,55.9
49769,33.3,0.020101179,38.5
49770,157.3,-0.051449669,40.7
49774,14.7,0.044608335,45.8
49775,14.9,0.098888001,46.1
49776,12.5,0.047604909,47.8
49777,41.9,0.03513875,58.1
49779,33.8,-0.024180798,51.4
49780,12.3,0.042211849,40.6
49781,41.1,-0.032222071,45.9
49782,9,0.070043844,54.8
49783,109.7,-0.033290877,37.3
49784,0,NA,0
49788,733.6,1.405110843,35.3
49791,0,NA,0
49792,51.8,0.015037877,46.3
49793,3.3,0.079406778,53
49795,15.9,0.009939342,45.4
49796,28.5,0.097263305,43.4
49797,173.1,-0.009539023,40.8
49799,20.3,0.075740412,42.8
49801,60.8,-0.020167582,45.1
49802,717.2,-0.102420843,44.5
49805,20.2,0.025226563,47.1
49806,10.7,0.013761685,49.3
49807,15,0.065240522,45
49808,0,NA,0
49812,11.3,0.018731037,45.1
49814,6.8,0.076032901,49.5
49815,6.8,0.076372979,49.1
49816,7.7,0.087647307,46.5
49817,5,0.097163748,54.3
49818,15.3,0.080341974,46.5
49819,0.4,0.15415068,58.8
49820,10.8,0.090026152,50
49821,12.4,0.068598316,47.5
49822,10.3,0.031155168,49.8
49825,10.5,0.954217784,39.1
49826,5.3,#NAME?,40
49827,5.9,0.077173265,51.1
49829,189.6,-0.072401208,43
49831,3.9,0.054067221,49.5
49833,24.6,0.018282045,50.1
49834,5.3,0.051735674,48.9
49835,5,0.105999289,53.9
49836,4.3,0.050936936,52.8
49837,126.9,-0.024545967,45.4
49838,7.5,0.081345639,53.8
49839,2.4,0.013289232,52.2
49840,8.7,0.004008021,50.4
49841,23.5,-0.01286865,38.1
49845,10.1,0.015748357,41.7
49847,12.1,-0.033173774,46.1
49848,25,0.017241806,46
49849,63.6,-0.023086702,41.8
49852,9.3,0.029413885,48.1
49853,3.9,0.052716782,48.9
49854,8.5,-0.03004088,47.3
49855,87.4,0.050551853,35.2
49858,105.1,-0.01726023,45.8
49861,7.9,0.082370997,51.4
49862,16,0.079094463,47.3
49863,0,NA,0
49864,5.5,0.200670695,55.8
49866,65.7,-0.023918863,41
49868,11.9,0.389996266,41.6
49870,137.7,-0.041956267,43
49871,14.8,-0.043172172,45.1
49872,0,NA,0
49873,4.9,0.030459207,44
49874,13.2,0.009049836,45.9
49876,205.4,0.008673081,45.7
49877,2.7,0.117783036,49.4
49878,7.7,0.161462436,49.7
49879,4.4,0.05010682,51.6
49880,6,0.088767921,49
49881,6.2,0.068467799,49.2
49883,3.3,0.030771659,56.5
49884,3.7,0.053168668,55.8
49885,12.3,0.033967361,46.1
49886,14.8,0.06820825,43.5
49887,16.5,0.052514116,47.8
49891,7.4,0.024794659,47.3
49892,13.4,0.017481165,48.2
49893,25.5,0.069361128,48.5
49894,446.3,-0.00526317,41.3
49895,11.4,0.462391045,43.2
49896,11.8,0.063557298,42.6
49901,25.7,0.020558727,47.1
49902,9.9,-0.09763847,58.9
49903,0,NA,0
49905,27.5,0.045616016,36.8
49908,29.9,0.504286004,38.2
49910,2.4,0.064538521,56.2
49911,45.8,0.014347448,46
49912,3.2,0.148788737,52.7
49913,90.7,0.020244538,39.8
49915,32.6,-0.070551111,49.8
49916,22.8,0.073807302,43.8
49917,0,NA,0
49918,0,NA,0
49919,3.3,0.080445365,48.9
49920,6.7,-0.010516349,53
49921,136.4,0.336472237,32.1
49922,86.1,-0.074107972,44.1
49925,2.4,0.078988411,55.8
49927,32.7,-0.090151097,49.3
49929,0,NA,0
49930,201,0.02379272,34.6
49931,247.8,0.506003961,23.4
49934,0,NA,0
49935,13.9,-0.029920931,50.2
49938,24.6,-0.036568061,46.5
49945,31.4,0.03749206,47.5
49946,20.3,-0.032044085,43.7
49947,3.2,0.067911206,56.2
49948,5.2,0.118882541,51.3
49950,2.5,0.117783036,58.4
49952,1.4,0.158224005,51.8
49953,10.3,0.017128218,51.4
49955,5340.4,0.335436504,28.5
49958,3.8,0.141138134,47.9
49959,0,NA,0
49960,0,NA,0
49961,40.8,0.027028672,42.1
49962,2,0.209350229,52.6
49963,263.6,0.073272201,38.1
49964,384.2,-0.083381609,47.4
49965,4.6,0.16034265,47.5
49967,2.7,0.126342289,51.9
49968,18.8,0.00313972,48.9
49969,6.1,1.039083557,43.1
49970,3.3,0.100898521,49
49971,79.1,-0.008333382,54.9
50001,35.1,-0.028270434,41.7
50002,14.1,-0.027524673,43
50003,72.5,-0.053734609,39.8
50005,29.7,0.104763322,45.5
50006,14.8,0.057805035,43.4
50007,28.1,0.074107972,40.6
50008,8.9,-0.012959145,37.5
50009,447.4,-0.044457178,34.4
50010,407.4,0.023129697,31.5
50011,0,NA,0
50012,0,NA,0
50014,413.6,0.198787376,23.1
50020,16,0.011412392,46.3
50021,420.6,-0.049401081,34.1
50022,49.7,-0.061999501,44.6
50023,1164.5,-0.018312087,32.2
50025,18.1,-0.087934462,46.6
50026,16.4,-0.009788006,45.2
50027,7.9,0.156079321,43.9
50028,31.4,0.004315001,40.6
50029,8,0.112025187,43.7
50031,21.9,-0.022989518,46.9
50032,120.9,-0.092231224,40.8
50033,22.3,0.051293294,41.2
50034,9.8,0.046737478,45.4
50035,94,0.012606767,32.2
50036,77.2,-0.015209419,39.5
50038,37.2,0.016000341,45.8
50039,17,0.103796794,44.7
50040,11,0.136132174,47
50041,7.9,0.16034265,47.1
50042,8.6,0.031155168,46.4
50044,22.1,0.068696531,42
50046,45.1,-0.012578782,36.3
50047,93.9,-0.042076812,38.6
50048,7.2,0,44.6
50049,26.3,-0.024890428,43.8
50050,9.7,-0.030918039,47.3
50051,9.5,0.099750403,46.6
50052,8.4,-0.048009219,44.4
50054,64.8,-0.004143244,40.5
50055,16.5,0.012361097,42.3
50056,30.8,0.019691213,40.6
50057,13.7,0.041499731,40.5
50058,22.5,-0.050823945,41.9
50059,6.9,0.182321557,45
50060,19.4,-0.105360516,45.8
50061,35.5,-0.002820876,43.4
50062,28.7,0.012500163,40.6
50063,52.3,-0.017505918,41
50064,8.3,0.084083117,41.1
50065,9,0.00554018,45
50066,10.3,0.019231362,43.6
50067,7.5,0.033257222,43.5
50068,8.8,-0.028170877,46
50069,91.9,0.029631798,35.7
50070,22,0.037588318,40.6
50071,7.9,0.04042899,46.9
50072,35.1,0.037656719,37.9
50073,40.7,0.069133213,35.3
50074,6.5,-0.036076056,50.2
50075,14,0.002395211,39.7
50076,15.6,-0.10415497,47.7
50078,25.6,0,55
50101,10.9,-0.022472856,46.4
50102,20.9,-0.021053409,42.9
50103,6.4,0.106160196,41.3
50104,9.9,-0.056352937,45.7
50105,98.8,-0.020055367,36.1
50106,26.6,-0.004803852,44.1
50107,37.5,0.057798005,38.5
50108,7.1,0.050833066,43.1
50109,62.3,0.011628038,36.9
50110,7.2,0,40
50111,411.1,-0.010143607,31.8
50112,58.9,-0.067084272,38.2
50115,23.6,-0.060162792,45.3
50116,23.7,0.067139303,41.3
50117,10.9,0.029631798,44.7
50118,44.8,0.058088338,36.5
